frame.number,frame.time,ip.src,ip.dst,vlan.id,eth.type,tcp.srcport,tcp.dstport
1719,Jul 14, 2025 09:57:31.903733000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1720,Jul 14, 2025 09:57:31.905889000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1721,Jul 14, 2025 09:57:31.947704000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1722,Jul 14, 2025 09:57:31.950957000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1723,Jul 14, 2025 09:57:32.071215000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1724,Jul 14, 2025 09:57:32.075412000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1725,Jul 14, 2025 09:57:32.077806000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1726,Jul 14, 2025 09:57:32.081045000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1727,Jul 14, 2025 09:57:32.137246000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1728,Jul 14, 2025 09:57:32.140593000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1729,Jul 14, 2025 09:57:32.251353000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1730,Jul 14, 2025 09:57:32.254140000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1731,Jul 14, 2025 09:57:32.255839000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1732,Jul 14, 2025 09:57:32.256802000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1733,Jul 14, 2025 09:57:32.301339000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1734,Jul 14, 2025 09:57:32.304763000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1735,Jul 14, 2025 09:57:32.422074000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1736,Jul 14, 2025 09:57:32.424218000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1737,Jul 14, 2025 09:57:32.427026000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1738,Jul 14, 2025 09:57:32.428526000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1739,Jul 14, 2025 09:57:32.478982000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1740,Jul 14, 2025 09:57:32.481769000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1741,Jul 14, 2025 09:57:32.594305000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1742,Jul 14, 2025 09:57:32.598294000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1743,Jul 14, 2025 09:57:32.600256000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1744,Jul 14, 2025 09:57:32.603704000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1745,Jul 14, 2025 09:57:32.660918000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1746,Jul 14, 2025 09:57:32.664917000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1747,Jul 14, 2025 09:57:32.770879000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1748,Jul 14, 2025 09:57:32.773493000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1749,Jul 14, 2025 09:57:32.776965000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1750,Jul 14, 2025 09:57:32.780005000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1751,Jul 14, 2025 09:57:32.836766000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1752,Jul 14, 2025 09:57:32.840400000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1753,Jul 14, 2025 09:57:32.936648000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1754,Jul 14, 2025 09:57:32.940096000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1755,Jul 14, 2025 09:57:32.943412000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1756,Jul 14, 2025 09:57:32.947607000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1757,Jul 14, 2025 09:57:32.995048000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1758,Jul 14, 2025 09:57:32.998192000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1759,Jul 14, 2025 09:57:33.111323000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1760,Jul 14, 2025 09:57:33.113996000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1761,Jul 14, 2025 09:57:33.119204000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1762,Jul 14, 2025 09:57:33.122388000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1763,Jul 14, 2025 09:57:33.170284000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1764,Jul 14, 2025 09:57:33.174820000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1765,Jul 14, 2025 09:57:33.278700000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1766,Jul 14, 2025 09:57:33.282303000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1767,Jul 14, 2025 09:57:33.285450000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1768,Jul 14, 2025 09:57:33.289748000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1769,Jul 14, 2025 09:57:33.335656000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1770,Jul 14, 2025 09:57:33.337896000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1771,Jul 14, 2025 09:57:33.455809000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1772,Jul 14, 2025 09:57:33.459883000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1773,Jul 14, 2025 09:57:33.463099000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1774,Jul 14, 2025 09:57:33.466390000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1775,Jul 14, 2025 09:57:33.512642000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1776,Jul 14, 2025 09:57:33.515339000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1777,Jul 14, 2025 09:57:33.629614000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1778,Jul 14, 2025 09:57:33.632839000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1779,Jul 14, 2025 09:57:33.637443000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1780,Jul 14, 2025 09:57:33.640581000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1781,Jul 14, 2025 09:57:33.690664000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1782,Jul 14, 2025 09:57:33.692529000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1783,Jul 14, 2025 09:57:33.806937000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1784,Jul 14, 2025 09:57:33.808768000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1785,Jul 14, 2025 09:57:33.811939000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1786,Jul 14, 2025 09:57:33.815746000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1787,Jul 14, 2025 09:57:33.856688000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1788,Jul 14, 2025 09:57:33.859030000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1789,Jul 14, 2025 09:57:33.983105000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1790,Jul 14, 2025 09:57:33.987020000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1791,Jul 14, 2025 09:57:33.990805000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1792,Jul 14, 2025 09:57:33.993772000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1793,Jul 14, 2025 09:57:34.044825000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1794,Jul 14, 2025 09:57:34.046002000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1795,Jul 14, 2025 09:57:34.161280000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1796,Jul 14, 2025 09:57:34.165175000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1797,Jul 14, 2025 09:57:34.169778000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1798,Jul 14, 2025 09:57:34.174122000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1799,Jul 14, 2025 09:57:34.217845000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1800,Jul 14, 2025 09:57:34.220241000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1801,Jul 14, 2025 09:57:34.333597000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1802,Jul 14, 2025 09:57:34.335047000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1803,Jul 14, 2025 09:57:34.339015000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1804,Jul 14, 2025 09:57:34.341112000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1805,Jul 14, 2025 09:57:34.388337000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1806,Jul 14, 2025 09:57:34.392065000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1807,Jul 14, 2025 09:57:34.497428000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1808,Jul 14, 2025 09:57:34.499916000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1809,Jul 14, 2025 09:57:34.503471000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1810,Jul 14, 2025 09:57:34.507210000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1811,Jul 14, 2025 09:57:34.564682000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1812,Jul 14, 2025 09:57:34.567949000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1813,Jul 14, 2025 09:57:34.676472000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1814,Jul 14, 2025 09:57:34.680234000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1815,Jul 14, 2025 09:57:34.683834000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1816,Jul 14, 2025 09:57:34.685385000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1817,Jul 14, 2025 09:57:34.734697000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1818,Jul 14, 2025 09:57:34.739151000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1819,Jul 14, 2025 09:57:34.848876000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1820,Jul 14, 2025 09:57:34.851254000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1821,Jul 14, 2025 09:57:34.854836000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1822,Jul 14, 2025 09:57:34.857179000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1823,Jul 14, 2025 09:57:34.903820000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1824,Jul 14, 2025 09:57:34.906686000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1825,Jul 14, 2025 09:57:35.027574000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1826,Jul 14, 2025 09:57:35.031008000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1827,Jul 14, 2025 09:57:35.034782000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1828,Jul 14, 2025 09:57:35.039530000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1829,Jul 14, 2025 09:57:35.084522000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1830,Jul 14, 2025 09:57:35.087502000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1831,Jul 14, 2025 09:57:35.190391000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1832,Jul 14, 2025 09:57:35.192689000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1833,Jul 14, 2025 09:57:35.196548000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1834,Jul 14, 2025 09:57:35.200620000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1835,Jul 14, 2025 09:57:35.249738000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1836,Jul 14, 2025 09:57:35.253990000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1837,Jul 14, 2025 09:57:35.364447000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1838,Jul 14, 2025 09:57:35.366597000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1839,Jul 14, 2025 09:57:35.370648000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1840,Jul 14, 2025 09:57:35.374847000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1841,Jul 14, 2025 09:57:35.428514000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1842,Jul 14, 2025 09:57:35.431739000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1843,Jul 14, 2025 09:57:35.538157000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1844,Jul 14, 2025 09:57:35.539713000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1845,Jul 14, 2025 09:57:35.541568000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1846,Jul 14, 2025 09:57:35.543733000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1847,Jul 14, 2025 09:57:35.599868000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1848,Jul 14, 2025 09:57:35.602936000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1849,Jul 14, 2025 09:57:35.712682000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1850,Jul 14, 2025 09:57:35.714802000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1851,Jul 14, 2025 09:57:35.717710000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1852,Jul 14, 2025 09:57:35.720077000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1853,Jul 14, 2025 09:57:35.770572000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1854,Jul 14, 2025 09:57:35.773344000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1855,Jul 14, 2025 09:57:35.886168000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1856,Jul 14, 2025 09:57:35.890875000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1857,Jul 14, 2025 09:57:35.893721000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1858,Jul 14, 2025 09:57:35.895780000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1859,Jul 14, 2025 09:57:35.938139000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1860,Jul 14, 2025 09:57:35.940750000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1861,Jul 14, 2025 09:57:36.062242000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1862,Jul 14, 2025 09:57:36.064151000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1863,Jul 14, 2025 09:57:36.069050000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1864,Jul 14, 2025 09:57:36.072806000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1865,Jul 14, 2025 09:57:36.127785000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1866,Jul 14, 2025 09:57:36.131004000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1867,Jul 14, 2025 09:57:36.235815000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1868,Jul 14, 2025 09:57:36.237086000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1869,Jul 14, 2025 09:57:36.243448000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1870,Jul 14, 2025 09:57:36.245874000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1871,Jul 14, 2025 09:57:36.293389000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1872,Jul 14, 2025 09:57:36.297211000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1873,Jul 14, 2025 09:57:36.409889000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1874,Jul 14, 2025 09:57:36.411786000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1875,Jul 14, 2025 09:57:36.415950000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1876,Jul 14, 2025 09:57:36.418607000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1877,Jul 14, 2025 09:57:36.466307000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1878,Jul 14, 2025 09:57:36.469118000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1879,Jul 14, 2025 09:57:36.584833000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1880,Jul 14, 2025 09:57:36.588475000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1881,Jul 14, 2025 09:57:36.591944000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1882,Jul 14, 2025 09:57:36.594689000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1883,Jul 14, 2025 09:57:36.647118000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1884,Jul 14, 2025 09:57:36.650324000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1885,Jul 14, 2025 09:57:36.759105000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1886,Jul 14, 2025 09:57:36.760539000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1887,Jul 14, 2025 09:57:36.764572000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1888,Jul 14, 2025 09:57:36.768180000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1889,Jul 14, 2025 09:57:36.813253000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1890,Jul 14, 2025 09:57:36.815798000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1891,Jul 14, 2025 09:57:36.927446000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1892,Jul 14, 2025 09:57:36.931707000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1893,Jul 14, 2025 09:57:36.935396000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1894,Jul 14, 2025 09:57:36.936977000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1895,Jul 14, 2025 09:57:36.986524000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1896,Jul 14, 2025 09:57:36.991259000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1897,Jul 14, 2025 09:57:37.107385000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1898,Jul 14, 2025 09:57:37.109453000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1899,Jul 14, 2025 09:57:37.111924000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1900,Jul 14, 2025 09:57:37.115474000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1901,Jul 14, 2025 09:57:37.163359000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1902,Jul 14, 2025 09:57:37.165623000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1903,Jul 14, 2025 09:57:37.282440000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1904,Jul 14, 2025 09:57:37.285284000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1905,Jul 14, 2025 09:57:37.288961000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1906,Jul 14, 2025 09:57:37.291521000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1907,Jul 14, 2025 09:57:37.339682000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1908,Jul 14, 2025 09:57:37.343734000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1909,Jul 14, 2025 09:57:37.454864000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1910,Jul 14, 2025 09:57:37.459211000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1911,Jul 14, 2025 09:57:37.462388000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1912,Jul 14, 2025 09:57:37.464731000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1913,Jul 14, 2025 09:57:37.519025000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1914,Jul 14, 2025 09:57:37.522813000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1915,Jul 14, 2025 09:57:37.636584000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1916,Jul 14, 2025 09:57:37.638729000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1917,Jul 14, 2025 09:57:37.641705000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1918,Jul 14, 2025 09:57:37.643968000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1919,Jul 14, 2025 09:57:37.693469000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1920,Jul 14, 2025 09:57:37.695625000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1921,Jul 14, 2025 09:57:37.807178000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1922,Jul 14, 2025 09:57:37.810815000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1923,Jul 14, 2025 09:57:37.814012000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1924,Jul 14, 2025 09:57:37.818827000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1925,Jul 14, 2025 09:57:37.866178000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1926,Jul 14, 2025 09:57:37.868758000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1927,Jul 14, 2025 09:57:37.976833000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1928,Jul 14, 2025 09:57:37.978679000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1929,Jul 14, 2025 09:57:37.982000000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1930,Jul 14, 2025 09:57:37.985879000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1931,Jul 14, 2025 09:57:38.031035000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1932,Jul 14, 2025 09:57:38.032848000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1933,Jul 14, 2025 09:57:38.157877000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1934,Jul 14, 2025 09:57:38.159765000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1935,Jul 14, 2025 09:57:38.162964000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1936,Jul 14, 2025 09:57:38.166539000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1937,Jul 14, 2025 09:57:38.209995000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1938,Jul 14, 2025 09:57:38.210966000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1939,Jul 14, 2025 09:57:38.324471000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1940,Jul 14, 2025 09:57:38.329164000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1941,Jul 14, 2025 09:57:38.332181000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1942,Jul 14, 2025 09:57:38.335903000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1943,Jul 14, 2025 09:57:38.385529000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1944,Jul 14, 2025 09:57:38.388107000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1945,Jul 14, 2025 09:57:38.504143000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1946,Jul 14, 2025 09:57:38.508386000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1947,Jul 14, 2025 09:57:38.512289000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1948,Jul 14, 2025 09:57:38.515835000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1949,Jul 14, 2025 09:57:38.564365000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1950,Jul 14, 2025 09:57:38.566157000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1951,Jul 14, 2025 09:57:38.673903000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1952,Jul 14, 2025 09:57:38.676413000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1953,Jul 14, 2025 09:57:38.680765000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1954,Jul 14, 2025 09:57:38.683041000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1955,Jul 14, 2025 09:57:38.738129000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1956,Jul 14, 2025 09:57:38.741716000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1957,Jul 14, 2025 09:57:38.847764000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1958,Jul 14, 2025 09:57:38.850971000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1959,Jul 14, 2025 09:57:38.854386000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1960,Jul 14, 2025 09:57:38.856530000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1961,Jul 14, 2025 09:57:38.901590000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1962,Jul 14, 2025 09:57:38.905461000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1963,Jul 14, 2025 09:57:39.015429000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1964,Jul 14, 2025 09:57:39.017565000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1965,Jul 14, 2025 09:57:39.022255000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
1966,Jul 14, 2025 09:57:39.024481000 EDT,10.10.10.10,10.10.20.30,20,0x8100,502,64279
1967,Jul 14, 2025 09:57:39.079550000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1968,Jul 14, 2025 09:57:39.081522000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1969,Jul 14, 2025 09:57:39.184516000 EDT,10.10.20.30,10.10.10.10,20,0x8100,64279,502
1970,Jul 14, 2025 09:57:39.186282000 EDT,10.10.20.30,10.10.10.10,10,0x8100,64279,502
1971,Jul 14, 2025 09:57:39.189330000 EDT,10.10.10.10,10.10.20.30,10,0x8100,502,64279
