frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"112","Jul 14, 2025 09:49:17.310667000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 111#1] 64279 → 502 [ACK] Seq=193 Ack=172 Win=19744 Len=0"
"113","Jul 14, 2025 09:49:17.428259000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   326; Unit:   1, Func:   1: Read Coils"
"114","Jul 14, 2025 09:49:17.429783000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=193 Ack=172 Win=19744 Len=12"
"115","Jul 14, 2025 09:49:17.430833000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   326; Unit:   1, Func:   1: Read Coils"
"116","Jul 14, 2025 09:49:17.433618000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=172 Ack=205 Win=502 Len=10"
"117","Jul 14, 2025 09:49:17.450442000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x890b A config.edge.skype.com"
"118","Jul 14, 2025 09:49:17.451704000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x218b HTTPS config.edge.skype.com"
"119","Jul 14, 2025 09:49:17.452664000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"120","Jul 14, 2025 09:49:17.453748000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"121","Jul 14, 2025 09:49:17.483748000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=205 Ack=182 Win=19734 Len=0"
"122","Jul 14, 2025 09:49:17.486672000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 121#1] 64279 → 502 [ACK] Seq=205 Ack=182 Win=19734 Len=0"
"123","Jul 14, 2025 09:49:17.598932000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   327; Unit:   1, Func:   4: Read Input Registers"
"124","Jul 14, 2025 09:49:17.601163000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=205 Ack=182 Win=19734 Len=12"
"125","Jul 14, 2025 09:49:17.604549000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   327; Unit:   1, Func:   4: Read Input Registers"
"126","Jul 14, 2025 09:49:17.605585000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=182 Ack=217 Win=502 Len=11"
"127","Jul 14, 2025 09:49:17.611483000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xa2da A chrome.cloudflare-dns.com"
"128","Jul 14, 2025 09:49:17.612828000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"129","Jul 14, 2025 09:49:17.613527000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xd337 HTTPS chrome.cloudflare-dns.com"
"130","Jul 14, 2025 09:49:17.614511000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"131","Jul 14, 2025 09:49:17.651390000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=217 Ack=193 Win=19723 Len=0"
"132","Jul 14, 2025 09:49:17.652432000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 131#1] 64279 → 502 [ACK] Seq=217 Ack=193 Win=19723 Len=0"
"133","Jul 14, 2025 09:49:17.775069000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   328; Unit:   1, Func:   3: Read Holding Registers"
"134","Jul 14, 2025 09:49:17.776519000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=217 Ack=193 Win=19723 Len=12"
"135","Jul 14, 2025 09:49:17.778912000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   328; Unit:   1, Func:   3: Read Holding Registers"
"136","Jul 14, 2025 09:49:17.780007000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=193 Ack=229 Win=502 Len=11"
"137","Jul 14, 2025 09:49:17.827591000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=229 Ack=204 Win=19712 Len=0"
"138","Jul 14, 2025 09:49:17.829717000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 137#1] 64279 → 502 [ACK] Seq=229 Ack=204 Win=19712 Len=0"
"139","Jul 14, 2025 09:49:17.849427000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x929c A chrome.cloudflare-dns.com"
"140","Jul 14, 2025 09:49:17.850996000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x3ef9 HTTPS chrome.cloudflare-dns.com"
"141","Jul 14, 2025 09:49:17.852070000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"142","Jul 14, 2025 09:49:17.853365000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"143","Jul 14, 2025 09:49:17.953950000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   329; Unit:   1, Func:   1: Read Coils"
"144","Jul 14, 2025 09:49:17.956193000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=229 Ack=204 Win=19712 Len=12"
"145","Jul 14, 2025 09:49:17.958104000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   329; Unit:   1, Func:   1: Read Coils"
"146","Jul 14, 2025 09:49:17.958801000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=204 Ack=241 Win=502 Len=10"
"147","Jul 14, 2025 09:49:18.008582000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=241 Ack=214 Win=19702 Len=0"
"148","Jul 14, 2025 09:49:18.010199000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 147#1] 64279 → 502 [ACK] Seq=241 Ack=214 Win=19702 Len=0"
"149","Jul 14, 2025 09:49:18.037978000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x3e1e A chrome.cloudflare-dns.com"
"150","Jul 14, 2025 09:49:18.039099000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"151","Jul 14, 2025 09:49:18.040756000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x0a92 HTTPS chrome.cloudflare-dns.com"
"152","Jul 14, 2025 09:49:18.041851000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"153","Jul 14, 2025 09:49:18.133019000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   330; Unit:   1, Func:   4: Read Input Registers"
"154","Jul 14, 2025 09:49:18.133932000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=241 Ack=214 Win=19702 Len=12"
"155","Jul 14, 2025 09:49:18.135371000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   330; Unit:   1, Func:   4: Read Input Registers"
"156","Jul 14, 2025 09:49:18.137059000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=214 Ack=253 Win=502 Len=11"
"157","Jul 14, 2025 09:49:18.181815000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=253 Ack=225 Win=19691 Len=0"
"158","Jul 14, 2025 09:49:18.182982000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 157#1] 64279 → 502 [ACK] Seq=253 Ack=225 Win=19691 Len=0"
"159","Jul 14, 2025 09:49:18.302308000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   331; Unit:   1, Func:   3: Read Holding Registers"
"160","Jul 14, 2025 09:49:18.303788000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=253 Ack=225 Win=19691 Len=12"
"161","Jul 14, 2025 09:49:18.304648000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   331; Unit:   1, Func:   3: Read Holding Registers"
"162","Jul 14, 2025 09:49:18.305883000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=225 Ack=265 Win=502 Len=11"
"163","Jul 14, 2025 09:49:18.354979000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=265 Ack=236 Win=19680 Len=0"
"164","Jul 14, 2025 09:49:18.357176000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 163#1] 64279 → 502 [ACK] Seq=265 Ack=236 Win=19680 Len=0"
"165","Jul 14, 2025 09:49:18.397765000 EDT","08:00:27:11:68:b4","33:33:00:00:00:02","0x86dd",,,,,"ICMPv6","Router Solicitation"
"166","Jul 14, 2025 09:49:18.467197000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x614b A config.edge.skype.com"
"167","Jul 14, 2025 09:49:18.468088000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"168","Jul 14, 2025 09:49:18.469945000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x5820 HTTPS config.edge.skype.com"
"169","Jul 14, 2025 09:49:18.472436000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"170","Jul 14, 2025 09:49:18.478510000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   332; Unit:   1, Func:   1: Read Coils"
"171","Jul 14, 2025 09:49:18.480165000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=265 Ack=236 Win=19680 Len=12"
"172","Jul 14, 2025 09:49:18.481096000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   332; Unit:   1, Func:   1: Read Coils"
"173","Jul 14, 2025 09:49:18.481980000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=236 Ack=277 Win=502 Len=10"
"174","Jul 14, 2025 09:49:18.538145000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=277 Ack=246 Win=19670 Len=0"
"175","Jul 14, 2025 09:49:18.540459000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 174#1] 64279 → 502 [ACK] Seq=277 Ack=246 Win=19670 Len=0"
"176","Jul 14, 2025 09:49:18.654852000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   333; Unit:   1, Func:   4: Read Input Registers"
"177","Jul 14, 2025 09:49:18.657773000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=277 Ack=246 Win=19670 Len=12"
"178","Jul 14, 2025 09:49:18.662467000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   333; Unit:   1, Func:   4: Read Input Registers"
"179","Jul 14, 2025 09:49:18.667250000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=246 Ack=289 Win=502 Len=11"
"180","Jul 14, 2025 09:49:18.714287000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=289 Ack=257 Win=19659 Len=0"
"181","Jul 14, 2025 09:49:18.717032000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 180#1] 64279 → 502 [ACK] Seq=289 Ack=257 Win=19659 Len=0"
"182","Jul 14, 2025 09:49:18.835222000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   334; Unit:   1, Func:   3: Read Holding Registers"
"183","Jul 14, 2025 09:49:18.838024000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=289 Ack=257 Win=19659 Len=12"
"184","Jul 14, 2025 09:49:18.840040000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   334; Unit:   1, Func:   3: Read Holding Registers"
"185","Jul 14, 2025 09:49:18.840972000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=257 Ack=301 Win=502 Len=11"
"186","Jul 14, 2025 09:49:18.883548000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=301 Ack=268 Win=19648 Len=0"
"187","Jul 14, 2025 09:49:18.885084000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 186#1] 64279 → 502 [ACK] Seq=301 Ack=268 Win=19648 Len=0"
"188","Jul 14, 2025 09:49:19.005126000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   335; Unit:   1, Func:   1: Read Coils"
"189","Jul 14, 2025 09:49:19.006362000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=301 Ack=268 Win=19648 Len=12"
"190","Jul 14, 2025 09:49:19.008512000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   335; Unit:   1, Func:   1: Read Coils"
"191","Jul 14, 2025 09:49:19.010567000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=268 Ack=313 Win=502 Len=10"
"192","Jul 14, 2025 09:49:19.053516000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=313 Ack=278 Win=19638 Len=0"
"193","Jul 14, 2025 09:49:19.054601000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 192#1] 64279 → 502 [ACK] Seq=313 Ack=278 Win=19638 Len=0"
"194","Jul 14, 2025 09:49:19.174517000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   336; Unit:   1, Func:   4: Read Input Registers"
"195","Jul 14, 2025 09:49:19.176092000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=313 Ack=278 Win=19638 Len=12"
"196","Jul 14, 2025 09:49:19.177299000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   336; Unit:   1, Func:   4: Read Input Registers"
"197","Jul 14, 2025 09:49:19.178542000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=278 Ack=325 Win=502 Len=11"
"198","Jul 14, 2025 09:49:19.219737000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=325 Ack=289 Win=19627 Len=0"
"199","Jul 14, 2025 09:49:19.222122000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 198#1] 64279 → 502 [ACK] Seq=325 Ack=289 Win=19627 Len=0"
"200","Jul 14, 2025 09:49:19.346998000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   337; Unit:   1, Func:   3: Read Holding Registers"
"201","Jul 14, 2025 09:49:19.348456000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=325 Ack=289 Win=19627 Len=12"
"202","Jul 14, 2025 09:49:19.350244000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   337; Unit:   1, Func:   3: Read Holding Registers"
"203","Jul 14, 2025 09:49:19.351740000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=289 Ack=337 Win=502 Len=11"
"204","Jul 14, 2025 09:49:19.402564000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=337 Ack=300 Win=19616 Len=0"
"205","Jul 14, 2025 09:49:19.403796000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 204#1] 64279 → 502 [ACK] Seq=337 Ack=300 Win=19616 Len=0"
"206","Jul 14, 2025 09:49:19.518034000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   338; Unit:   1, Func:   1: Read Coils"
"207","Jul 14, 2025 09:49:19.518486000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=337 Ack=300 Win=19616 Len=12"
"208","Jul 14, 2025 09:49:19.520663000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   338; Unit:   1, Func:   1: Read Coils"
"209","Jul 14, 2025 09:49:19.521709000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=300 Ack=349 Win=502 Len=10"
"210","Jul 14, 2025 09:49:19.568725000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=349 Ack=310 Win=19606 Len=0"
"211","Jul 14, 2025 09:49:19.569777000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 210#1] 64279 → 502 [ACK] Seq=349 Ack=310 Win=19606 Len=0"
"212","Jul 14, 2025 09:49:19.647447000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xa7fd A chrome.cloudflare-dns.com"
"213","Jul 14, 2025 09:49:19.647449000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"214","Jul 14, 2025 09:49:19.651082000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xa727 HTTPS chrome.cloudflare-dns.com"
"215","Jul 14, 2025 09:49:19.654385000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"216","Jul 14, 2025 09:49:19.697272000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   339; Unit:   1, Func:   4: Read Input Registers"
"217","Jul 14, 2025 09:49:19.698540000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=349 Ack=310 Win=19606 Len=12"
